categoryID,round,category,categoryComment,categoryAssigned,subcategoryAssigned
30377,1,COLLEGE COURSES,,Geography,Cities
30378,1,VIRAL VIDEOS,,History,Famous Women
30379,1,CONSTELLATION NAMES,,History,Ships & Sailors
30380,1,FACTS & FIGURES,,Business,Companies
30381,1,"NICE ""INK""",(Alex: Those three letters will either end or begin each correct response.),Nature,Zoology
30382,2,COUNTRY CONFUSION,,Geography,Islands
30383,2,MOVIE LINES,,Entertainment,Movies & Film
30384,2,THE ELEMENTS OF STYLE?,,Science,Chemistry
30385,2,SHORT STORY FILL-IN,,Language,Words & Word Play
30386,2,VOCABULARY,,Language,Words & Word Play
30387,2,HISTORY IS STRANGE,,Geography,Cities
30388,3,ANNIVERSARIES,,History,Monarchies
30389,1,A FEW THINGS HAPPENED IN 1865,,Politics,Presidents
30390,1,CELEBRITY COUNTRY OF ORIGIN,,Geography,Countries
30391,1,FITNESS,,Language,Words & Word Play
30392,1,SCI FI & FANTASY,,Religion,God & Gods
30393,1,LEARN SOME GERMAN,,Language,Words & Word Play
30394,1,ODD JOBS,,Entertainment,Movies & Film
30395,2,ISLANDS,,Geography,Islands
30396,2,2 FOR THE SHOW,,Entertainment,Television
30397,2,A BIBLE BOOK FOR THEE,(Alex: Give us the book of the Bible.),Language,Literature
30398,2,GOVERNMENT & POLITICS,,Politics,Government
30399,2,CLASSICAL MUSIC,,Music,Classical Music
30400,2,"ENDS IN ""GHT""",,Language,Words & Word Play
30401,3,COUNTRIES OF THE WORLD,,Geography,Countries
30403,1,THE EMMY WINNER'S SHOW,,Entertainment,The Oscars
30404,1,PARTY LIKE IT'S 1899,,History,War
30405,1,SKYSCRAPER CITY,,Geography,Cities
30406,1,"""PER""-FECT",,Language,Words & Word Play
30407,1,10,,Language,Literature
30408,2,COCA-COLA PRODUCTS AROUND THE WORLD,,Culture,Food & Drink
30409,2,RATHER COLORFUL LANGUAGE,,Culture,Fashion
30410,2,THE AMAZON,,Nature,Trees
30411,2,ROCK DOCUMENTARIES,,Culture,Fashion
30412,2,TALES OF ADVENTURE,,Language,Literature
30413,2,THE BENJAMINS,,Politics,World Leaders
30414,3,U.S. STATES,,Geography,States
30415,1,BORN IN 1912,,Religion,The Church
30416,1,NAME THE NETWORK,,History,War
30417,1,QUEEN Bs,,History,Monarchies
30418,1,STATE FARM,,Geography,Cities
30419,1,BEAUTY & MAKEUP,,Language,Words & Word Play
30420,1,LANGUAGE LESSONS,,Language,Words & Word Play
30421,2,PIRATES,,History,Ships & Sailors
30423,2,RELIGION,,History,Famous Women
30424,2,"I BEFORE E, AFTER C",,Nature,Parks
30425,2,A WELL-STOCKED LIBRARY,,Language,Literature
30426,2,LAST MAJOR MOVIE ROLE,,Entertainment,Movies & Film
30427,3,LITERARY CHARACTERS,,Language,Literature
30428,1,FILLING UP AT THE GAS STATION,,Business,Brands
30429,1,THE PLANETS,,Science,Outer Space
30430,1,A ROCKIN' NUMBER,,Language,Words & Word Play
30431,1,U.S. COINS,,Other,Money
30432,1,"KEEP YOUR ""EDGE""",,Language,Words & Word Play
30434,2,THAT'S MY SECRETARY OF THE TREASURY,(Alex: Name the president the Secretary of Treasury served under.),Language,Words & Word Play
30435,2,HOMOPHONES,,Language,Words & Word Play
30436,2,GETTING AN EDUCATION,,Science,Health
30437,2,LAKES,,Geography,Bodies of Water
30438,2,'50s FICTION,,Language,Literature
30439,2,"""GIRL"" MOVIES",,Entertainment,Movies & Film
30440,3,PEOPLE IN HISTORY,,Language,Words & Word Play
30441,1,PLOT,,Language,Words & Word Play
30442,1,THEME,,Entertainment,Movies & Film
30443,1,EXPOSITION,,Geography,Cities
30444,1,"""SETT""ING",,Language,Words & Word Play
30445,1,CHARACTER,,Geography,Cities
30446,1,NOW GO WRITE THAT NOVEL ALREADY,,Language,Literature
30447,2,BIBLE GUYS,,Culture,Events
30448,2,INDEPENDENCE DAYS,,Geography,Countries
30449,2,SHADOWS,,Science,Outer Space
30450,2,McPEOPLE,,Language,Literature
30451,2,INVERTEBRATES,,Nature,Zoology
30452,2,13-LETTER WORDS,,Language,Words & Word Play
30453,3,FRENCH PAINTERS,,Culture,Art
30454,1,LET'S HEAR THE COMPOSER'S FIRST (NAME),,Music,Classical Music
30455,1,THE ALL-STAR GAME MVP,,Sports,Teams
30456,1,TRADEMARKS,,Business,Brands
30457,1,THE WEDDING PLANNER,,Geography,Cities
30458,1,ACTS OF CONGRESS,,Politics,Government
30459,1,"CROSSWORD CLUES ""S""",,Language,Words & Word Play
30460,2,A HELL OF A QUOTE,,Language,Literature
30461,2,MESSING WITH YOUR BRAIN,,Science,Health
30462,2,"TEACHER'S ""PET""",,History,Famous Women
30463,2,"WAR, WHO YA GOT?",,History,War
30464,2,NOT TO BE CONFUSED,,Culture,Fashion
30465,2,DEATH ON A SITCOM,,Entertainment,Television
30466,3,ASIAN BORDERS,,Geography,Countries
30468,1,ITALIAN DRESSING,,Culture,Fashion
30469,1,ARTHURIAN LIT,,Language,Literature
30470,1,A FRUITFUL CATEGORY,,Culture,Food & Drink
30471,1,"GO ""BIG""",,Language,Words & Word Play
30472,1,OR GO HOME,,Geography,Cities
30473,2,FEBRUARY IS BLACK HISTORY MONTH,(Alex: I hope you're aware of that.),History,Ships & Sailors
30474,2,TV SPIN-OFFS,,Entertainment,Television
30475,2,GREEK IS THE WORD,,Language,Words & Word Play
30476,2,U.S. PLACE NAMES,,Geography,Cities
30477,2,AUTOBIOGRAPHIES,,Geography,Cities
30479,3,THE NEW TESTAMENT,,Language,Words & Word Play
30480,1,OTHER WONDERS OF THE WORLD,,Geography,Cities
30481,1,FRENCH 101,,Language,Words & Word Play
30482,1,POTPOURRI,,Geography,Cities
30483,1,TOYS & GAMES,,Entertainment,Games
30484,1,ROOM SERVICE,,Other,Hotels
30485,1,COLLEGE MASCOTS,,Other,Colleges & Universities
30486,2,RHYMING MOVIES,,Entertainment,Movies & Film
30487,2,LESSER-KNOWN WOMEN,,History,Famous Women
30488,2,"""ICK""Y WORDS",,Language,Words & Word Play
30489,2,FACTS ABOUT AUTHORS,,Language,Literature
30490,2,ENGINEERING,,Geography,Cities
30491,2,TOOT SWEET,,Music,Classical Music
30492,3,SINGERS,,Culture,Events
30493,1,TABLETS,,Science,Health
30494,1,HISTORIC LETTERS,,Language,Literature
30495,1,FOOD & DRINK FOR THOUGHT,,Culture,Food & Drink
30496,1,U.S. GEOGRAPHY,,Geography,Bodies of Water
30497,1,MOVIES IN REWIND?,,Entertainment,Movies & Film
30498,1,WEBSTER'S  LAST WORDS,"(Alex: The correct response will be the last word under that particular letter that I give you, and it's found in Webster's 11th Edition of the Collegiate Dictionary.)",Language,Words & Word Play
30499,2,TECHNOLOGY MATTERS,,Entertainment,Internet
30500,2,ROMAN NUMERALS,,Other,Numbers & Number Play
30501,2,HOSPITAL DEPARTMENTS,,Politics,Government
30502,2,AUDIO BOOKS,,Language,Literature
30503,2,BROADWAY,,Culture,Theatre
30504,2,WHAT 2 Q SO LONG?,,Language,Words & Word Play
30505,3,LITERARY BIOGRAPHIES,,History,Famous Women
30506,1,5 FLAGS OVER TEXAS,,Other,Flags
30507,1,POSSESSIVE ACTORS' POSSESSIONS,,Entertainment,Movies & Film
30508,1,INFO FROM  THE WORLD ALMANAC,,Other,Stamps
30509,1,"DOUBLE ""I""",,Language,Words & Word Play
30510,1,MOCK TURTLE,,Language,Words & Word Play
30511,1,SOUP,,Culture,Food & Drink
30512,2,LITERARY TITLE OVERLAPS,,Science,Engineering
30513,2,SMALL TALK,,Language,Words & Word Play
30514,2,EUROPEAN HOLIDAYS,,Culture,Events
30515,2,ROLLING STONES LYRICS,,Language,Words & Word Play
30516,2,SOCIAL STUDIES,,Language,Words & Word Play
30517,2,"PLACES TO ""C""",,Geography,Islands
30518,3,U.S. MEMORIALS,,Geography,Cities
30519,1,THE DEWEY DECIMAL SYSTEM,(Alex: Maybe before your time.),Language,Literature
30520,1,CITY FOLK,,Entertainment,Movies & Film
30521,1,THE SHORT FORM,,Business,Companies
30522,1,DRUM & DRUMMER,,Language,Words & Word Play
30523,1,TV SHOW CHARACTERS,,Entertainment,Television
30524,1,"BABY, I THINK WE'RE GOING TO MAKE IT",,History,Monarchies
30525,2,CANADA'S WALK OF FAME,,Geography,Cities
30526,2,BODY WORKS,,Science,Anatomy
30527,2,BEFORE & AFTER,,History,Famous Women
30528,2,WORKS OF ART,,Culture,Art
30529,2,"""D"" IS FOR...",,Language,Letters & Letter Play
30530,2,POETIC LAST LINES,,Language,Literature
30531,3,THE 1960s,,Language,Words & Word Play
30532,1,ABOLITIONISTS,,Geography,Cities
30533,1,HERE COMES THE WEDDING MOVIE,,Entertainment,Movies & Film
30534,1,GOING DUTCH,,Language,Words & Word Play
30535,1,COLLEGE TOWNS,(Alex: We want you to name the town where you find the main campus.),Other,Colleges & Universities
30536,1,HAI KARATE!,,Language,Words & Word Play
30537,1,"SCIENCE ""L""AB",,Language,Words & Word Play
30538,2,WHO'S YOUR MYTHOLOGICAL DADDY?,,Religion,God & Gods
30539,2,COFFEE KLATCH,,Culture,Food & Drink
30540,2,THE MIDDLE EAST,,Geography,Cities
30541,2,A BOOKISH CATEGORY,,Language,Literature
30542,2,ROBBING PETER,"(Alex: Each correct response will contain the letters of ""Peter"" minus one of those letters.)",Geography,Cities
30543,2,TO PAY PAUL,,Music,Contemporary Music
30544,3,THE HISTORY OF CHRISTIANITY,,Religion,The Church
30545,1,EMILY DICKINSON,,Language,Literature
30546,1,2 BY 2,(Alex: You have to name the pop duo.),Language,Words & Word Play
30547,1,MEMPHIS,,Entertainment,Movies & Film
30548,1,ANNUAL EVENTS,,Nature,Parks
30549,1,ASTRONOMY,,Science,Outer Space
30550,1,"""V"" ME",,Language,Words & Word Play
30551,2,WORLD GEOGRAPHY,,Geography,Islands
30552,2,ANTONYMIC PAIRS,,Language,Words & Word Play
30553,2,A POSTHUMOUS CATEGORY,,Culture,Awards
30554,2,MOVIE DOG BREEDS,,Nature,Pets
30555,2,THE  POST  MAN'S HERE,,Geography,Cities
30556,2,I GOT 3 LETTERS!,,Language,Letters & Letter Play
30557,3,BOOK VILLAINS,,Language,Literature
30558,1,CANALS,,Geography,Bodies of Water
30559,1,FOOD TALK,,Culture,Food & Drink
30560,1,"AMERICAN ""H""ISTORY",,Culture,Awards
30561,1,CARPENTRY & CONSTRUCTION,,Language,Words & Word Play
30562,1,SIMILAR-SOUNDING WORDS,,Language,Words & Word Play
30563,1,OSCAR-WINNING CO-STARS,,Entertainment,The Oscars
30564,2,IN THE BOOKSTORE,,Language,Literature
30565,2,DINOSAURS,,Science,Teeth & Dentistry
30566,2,"CALL THE ""I-T"" DEPARTMENT",,Geography,Cities
30567,2,GETTING ANIMATED,,Language,Words & Word Play
30568,2,"HEY, MARTHA",,Entertainment,Magazines & Newspapers
30569,2,LET'S GET IN THE RV,,Geography,Cities
30570,3,SCIENTISTS,,Geography,Cities
30571,1,IVY LEAGUE SCHOOLS,,Other,Colleges & Universities
30573,1,AMERICAN FOOD,,Culture,Food & Drink
30574,1,THE SPLENDID LITTLE WAR,,History,War
30575,1,ALSO A GIRL'S NAME,,Language,Words & Word Play
30576,1,SINGERS IN SONGS,,Music,Contemporary Music
30577,2,THE TEMPLE AT JERUSALEM,,History,Monarchies
30578,2,WOMEN DIRECTORS,,Entertainment,Movies & Film
30579,2,A DAZZLING INTERNAL ORGAN SOLO,,Science,Health
30580,2,NATIONAL BOOK AWARD WINNERS,,Entertainment,The Oscars
30581,2,THEY GO BY THIER FIRST INITIAL,"[ERRATUM: ""Their"" was misspelled as  shown .]",Language,Words & Word Play
30582,2,"A ""WHEY"" WITH PUNS",,Language,Words & Word Play
30583,3,20th CENTURY NAMES,,History,Chronology
30585,1,SHRINKING YOUR TV,,Entertainment,Television
30586,1,SEAFOOD,,Culture,Food & Drink
30587,1,"CHESS ME, YOU FOOL!",,Entertainment,Games
30588,1,CIVIL WAR SLANG,,History,War
30589,1,"LESSER-KNOWN DWARF""S""","(Alex: The unknown, despicable dwarfs. And each one of them has a name that begins with the letter S.)",Language,Words & Word Play
30590,2,NEW TO THE  OED,,Language,Words & Word Play
30591,2,SECONDS,,Culture,Awards
30592,2,"""A"" IN CHEMISTRY",,Language,Words & Word Play
30593,2,ESSAYS,,Language,Literature
30594,2,SUPERMODELS,,Language,Words & Word Play
30595,2,PRETTY GOOD MODELS,,Business,Companies
30596,3,CIVILIZATIONS,,Geography,Countries
30597,1,SALUTE THE FLAGS,,Other,Flags
30598,1,GRAMMY-WINNING WOMEN,,History,Famous Women
30599,1,NUTRITION,,Culture,Food & Drink
30600,1,THE BOOK'S TITLE IN GERMAN,,Language,Literature
30601,1,"""GROUND"" CONTROL",,Language,Words & Word Play
30602,1,MAJOR TOM,,Geography,Cities
30603,2,FILL IN THE QUOTE,,Language,Literature
30604,2,IN A BIG COUNTY,,Geography,States
30605,2,QUASI-RELATED PAIRS,,Language,Words & Word Play
30606,2,JUST LIKE HEAVEN,,Language,Words & Word Play
30607,2,SIGMOID & THE SEA MONSTERS,,Geography,Bodies of Water
30608,2,SWEET LI'L FILMS,,Entertainment,Movies & Film
30609,3,AMERICAN WRITERS,,Language,Literature
30610,1,PEOPLE,,Entertainment,Television
30611,1,7-LETTER WORDS,,Language,Words & Word Play
30612,1,GAMBLING,,Entertainment,Games
30613,1,LYRICS OF THE ARTIST,(Alex: You have to name the artist; we'll give you some of the...),Language,Words & Word Play
30614,1,BRIDGES,,Science,Engineering
30615,1,"WHAT'S YOUR SPECIALTY, DR.?",,Science,Health
30616,2,MOVIE TAGLINES,,Entertainment,Movies & Film
30617,2,THIS & THAT,,Entertainment,Internet
30618,2,LOST ____,"(Alex: Each correct response will be a word that will sound familiar in a 2-word expression that includes ""lost"".)",Language,Words & Word Play
30619,2,POET-TREE,,Nature,Trees
30620,2,SAND,,Language,Words & Word Play
30621,2,AT THE JERSEY SHORE,,Geography,Cities
30622,3,CURRENT AMERICAN COMPANIES,,Business,Companies
30623,1,THE CHEROKEE NATION,,History,War
30624,1,'90s FILM QUOTES,,History,Ships & Sailors
30625,1,GRAVE MATTERS,,Geography,Cities
30626,1,FRUITS & VEGETABLES,,Culture,Food & Drink
30627,1,SALE,,Culture,Fashion
30628,1,"THE 7 ""C""s",,Language,Words & Word Play
30629,2,LITERARY CHARACTER RAP SHEET,,History,Chronology
30630,2,ATLANTIC COAST CONFERENCE SCHOOLS,,Other,Colleges & Universities
30631,2,A VERY BRIGHT RESPONSE,,Language,Words & Word Play
30632,2,SENATE MAJORITY LEADERS,,Politics,Government
30633,2,IT'S GREEK TO SOMEBODY,,Language,Languages
30634,2,SATURDAY NIGHT LIVE,,Language,Phrases
30635,3,MUSICAL INSTRUMENTS,,Culture,Theatre
30636,1,HALL OF FAMERS,,Language,Words & Word Play
30637,1,YOU'RE SO RECEPTACLE,,History,Chronology
30638,1,"TIME TO ""ROCK"" & ""ROLL""",,Language,Words & Word Play
30639,1,GET YOUR VERBS MOVING,,Language,Words & Word Play
30640,1,ORGANIZATIONS,,Geography,Cities
30642,2,WOMEN AUTHORS,,History,Famous Women
30643,2,BELLS,,Language,Words & Word Play
30644,2,GREAT ART,,Culture,Art
30645,2,MAY-DECEMBER MOVIES,,Entertainment,Movies & Film
30646,2,I'M FEELING DIS-ORIENTED,,Geography,Cities
30647,2,"""ADD"" IT UP",,Language,Words & Word Play
30648,3,TONY-WINNING MUSICALS,,Culture,Theatre
30649,1,YOUR BIRTHDAY HOROSCOPE,,Geography,Cities
30650,1,PRESIDENTIAL ARTIFACTS,,Language,Words & Word Play
30651,1,"""U"" TUBE",,Science,Teeth & Dentistry
30652,1,THE SPORTING LIFE,,Sports,Competition
30653,1,U.S. COMMUNITIES,,Geography,Cities
30654,1,"TONGUE, TWISTED","(Alex: Each correct response will be a word that can be made from the letters in ""tongues"", so it'll be a shorter word.)",Science,Health
30655,2,ZOOLOGY,,Nature,Zoology
30656,2,FBI TV,,Entertainment,Television
30657,2,HERR BANDS,,Language,Words & Word Play
30658,2,BRITISH DRAMA CHARACTER NAMES,,Entertainment,Television
30659,2,"WE LOVE YOU, CONRAD",,Science,Outer Space
30660,2,"""O.S."" WE DO",,Culture,Food & Drink
30661,3,PEOPLE OF EUROPE,,Geography,Cities
30663,1,SLANG,,Language,Words & Word Play
30664,1,4-LETTER FILM TITLES,,Entertainment,Movies & Film
30665,1,SAME-NAMED WRITERS,,Geography,Cities
30666,1,I'VE GOT THE BREWS,,Business,Brands
30667,1,RIVER DAMAGE,,Geography,Bodies of Water
30668,2,EUROPEAN GEOGRAPHY,,Geography,Countries
30669,2,COMEDY DUOS,,Entertainment,Movies & Film
30670,2,PHENOMENA,,Language,Words & Word Play
30671,2,18th CENTURY AMERICA,,Geography,Cities
30672,2,A RED-HOT LATIN LAWYER,,Language,Words & Word Play
30673,2,X-Y-Z ABBREVS.,,Science,Chemistry
30674,3,FICTIONAL WOMEN,,History,Famous Women
30676,1,BRAND NAME ORIGINS,,Business,Brands
30677,1,SKY HIGH,"(Alex: We'll name a tall building, you tell us what city it's in.)",Geography,Cities
30678,1,A FORD IN YOUR PAST,,Language,Literature
30679,1,MOVIE REVIEWS,,Entertainment,Movies & Film
30680,1,"""HEAVEN"" & ""HELL""",,Language,Words & Word Play
30681,2,ARCHAEOLOGY,,Nature,Zoology
30682,2,'60s TV,,Entertainment,Television
30683,2,POETS & POETRY,,Language,Literature
30684,2,I BEAT YOU,(Alex: And we're refering to presidential elections.),Language,Words & Word Play
30685,2,MUSEUMS,,Culture,Museums
30686,2,ABC,"(Alex: Those letters, ""A,"" ""B,"" ""C,"" will appear in each correct response in that order.)",Language,Words & Word Play
30687,1,NEW YORK CITY,,Culture,Museums
30688,1,MBAs,,Language,Words & Word Play
30689,1,REMEMBER WHO WON THE SUPER BOWL?,,Sports,Teams
30690,1,WEIGHTS & MEASURES,,Science,Measurements
30691,1,WRITERS' WORDS,,Language,Words & Word Play
30692,1,"1N, 2N, 3N, 4N, 5","(Alex: The correct response in the $200 block will have one ""N"", and we'll add an ""N"" to the correct response as we go down.)",Language,Words & Word Play
30693,2,TIME TO RESIGN,,Politics,Government
30694,2,CAR NAMES,,Business,Companies
30695,2,GRAY'S ANATOMY  SAYS...,(Alex: We'll give you the definition.),Science,Anatomy
30696,2,3-LETTER WORDS,,Language,Words & Word Play
30697,2,FORMER SOVIET REPUBLICS,,Geography,Cities
30698,2,SONG MASH-UPS,,Music,Contemporary Music
30699,3,LITERATURE,(Alex: Let's assume English literature.),Language,Literature
30700,1,HORSETORY,,Nature,Zoology
30701,1,FROM JOCK TO POLITICIAN,,Sports,Teams
30702,1,E BEFORE I,,Language,Words & Word Play
30703,1,WE ALL MAKE CHOICES IN LIFE,,Language,Words & Word Play
30704,1,SHAPE UP!,,Language,Words & Word Play
30705,1,SHIP OUT,,History,Ships & Sailors
30706,2,MARCH-ING,,Geography,Cities
30708,2,IT'S A NOUN!  IT'S A VERB!,"(Alex: It's both, maybe.)",Language,Words & Word Play
30709,2,IN THE STATE CAPITAL,,Geography,States
30710,2,GADGETS GALORE,,Business,Companies
30711,2,"GROUP ""E""s",,Music,Contemporary Music
30712,3,'70s BLOCKBUSTERS,,Entertainment,Movies & Film
30713,1,HOLD EVERYTHING,,Language,Words & Word Play
30714,1,POETS' MONOGRAMS,,Language,Literature
30715,1,LOGO SECRETS,,Other,Colors
30716,1,SPORTS ILLUSTRATED  SPORTSMAN OF THE YEAR,,Sports,Competition
30717,1,"""SQ""SES, ""SQ""SES",,Language,Words & Word Play
30718,1,JANE GOODALL,,Nature,Zoology
30719,2,BY GEORGE,,Language,Literature
30720,2,FAMILIAR PHRASES,,Language,Words & Word Play
30721,2,A YEAR ENDING IN 12,,Geography,Cities
30722,2,"""YOU"" ROCK",,Music,Contemporary Music
30723,2,HERE I AM...,,Geography,Cities
30724,2,POTPOURRI,,Geography,Cities
30725,3,MOVIE DIRECTORS,,Entertainment,Movies & Film
30726,1,MOVIE QUOTES,,Entertainment,Movies & Film
30727,1,I'M THE KING OF THE WORLD,,History,Monarchies
30728,1,MY PRECIOUS,,Science,Chemistry
30729,1,"""ILE"" BE BACK","(Alex: ""I-L-E"" will come up in each correct response.)",Language,Words & Word Play
30730,1,"HELLO, GORGEOUS!",,Language,Words & Word Play
30731,1,TO INFINITY & BEYOND,,History,Chronology
30732,2,BESTSELLERS,,Language,Literature
30733,2,CELEBRITY VETERANS,,Entertainment,Television
30734,2,THE 50 STATES,,Geography,States
30735,2,TRIPLE RHYME TIME,,Culture,Dance
30736,2,MUSICAL TERMS,,Culture,Theatre
30737,2,"EVERY BIT A ""LADY""",,History,Famous Women
30738,3,HISTORICAL FACTS & FIGURES,,Culture,Events
30739,1,FLIGHT,,Language,Words & Word Play
30740,1,A BLANK EXPRESSION,,History,Famous Women
30741,1,HOME ICE,(Alex: We want you to name the NHL team or the city that has home ice.),Geography,Cities
30742,1,SIR WALTER SCOTT,,Language,Literature
30743,1,NATURAL SELECTION,,Culture,Food & Drink
30744,1,GOD DID IT!,,Religion,God & Gods
30745,2,THIS PLACE IS DUELSVILLE,,Geography,Cities
30746,2,BALLET,,Culture,Theatre
30747,2,PLAYING FOR CHANGE,,Entertainment,Movies & Film
30748,2,"HEY HEY HEY, IT'S PHAT ALBERT!",,Culture,Awards
30749,2,"DOUBLE ""L""",,Entertainment,Games
30750,2,"PUBLISHER, PAIR-ISH",,Language,Literature
30751,3,FAMOUS NAMES,,Language,Letters & Letter Play
30752,1,HUNGER GAMES,,Sports,Competition
30753,1,MED. ABBREV.,,Science,Health
30754,1,A MATTER OF HOURS,,Language,Words & Word Play
30755,1,HOW THE WEST WAS SPUN,,Language,Literature
30756,1,HOBBIES,,Nature,Plants
30757,1,"THE VERSATILE ""O-U-G-H""",,Geography,Cities
30758,2,HISTORIANS,,Geography,Cities
30759,2,RECENT MOVIES,,Entertainment,Movies & Film
30760,2,COMPOUND WORDS,,Language,Words & Word Play
30761,2,COME UP TO THE LAB,,Science,Measurements
30762,2,PORTRAITS,,Culture,Art
30763,2,TAKE ME TO THE NEAREST U.S. EMBASSY,,Geography,Cities
30764,3,STATE NICKNAMES,,Language,Words & Word Play
30765,1,NATIONAL PARKS,,Nature,Parks
30766,1,IT DIDN'T SELL AT McDONALD'S,,Culture,Food & Drink
30767,1,THE IMMORTALS,,Entertainment,Movies & Film
30768,1,HYPHENATED TERMS,,Language,Words & Word Play
30769,1,GOVERNORS SPEAK,,Politics,Government
30770,1,WORD & PHRASE DECADES,(Alex: You have to identify the decade in which the terms were first used in writing.),Language,Phrases
30771,2,"LET'S TALK ABOUT ""SEX""","(Alex: My bad going into that commercial break.  I should have said, ""none of us remembers"".  Grammatical error.  My bad.  I should know better.  All right, here are the categories for the Double Jeopardy! Round ...)",Entertainment,Movies & Film
30772,2,WHO WROTE THE NO. 1 HIT?,,Music,Contemporary Music
30773,2,AUTHORS WITH MASS. APPEAL,"(Alex: Notice ""M-A-S-S"" period)",Language,Literature
30774,2,ABDICATIONS,,History,Monarchies
30775,2,IN UNION,,Geography,Cities
30776,2,THERE IS STRENGTH,,Science,Measurements
30777,3,TOYS & GAMES,,Entertainment,Games
30778,1,ARCHITECTURAL TERMS,,Geography,Cities
30779,1,BODY PARTS BY PREFIX,,Science,Health
30780,1,WEDDING SONGS,,Culture,Dance
30781,1,"A ""NON"" CATEGORY",,Language,Words & Word Play
30782,1,IT'S 1985,,Nature,Zoology
30783,1,LITTLE BROTHER IS WATCHING YOU,,History,Famous Women
30784,2,NONFICTION,,Culture,Awards
30785,2,FAMOUS MENUS,,Other,Hotels
30786,2,AMBASSADORS,,Geography,Cities
30787,2,BHUTAN LINES,,Geography,Cities
30788,2,MOVIES BASED ON SHAKESPEARE,,Language,Shakespeare
30789,2,THERE'S A WORD FOR THAT,,Language,Words & Word Play
30790,3,ISLANDS,,Geography,Islands
30791,1,2010s TV,,Entertainment,Television
30792,1,QUOTATIONS,,Language,Words & Word Play
30793,1,ADLER-TIZING,,History,Famous Women
30794,1,GRAPHIC DESIGN,,Language,Words & Word Play
30795,1,ANIMALS IN CHILDREN'S BOOKS,,Nature,Pets
30796,1,DOUBLE M,,Language,Words & Word Play
30797,2,19th CENTURY AMERICAN HISTORY,,Politics,Law
30798,2,A MOVIE & A MEAL,,Entertainment,Movies & Film
30799,2,MILITARY NICKNAMES & SLANG,,Other,Colors
30800,2,5-SYLLABLE WORDS,,Language,Words & Word Play
30801,2,"""P""SYCHOLOGY",,Language,Words & Word Play
30802,2,SPRING AWAKENING,,Nature,Plants
30803,3,20th CENTURY NOVELS,,History,Chronology
30804,1,FEDERAL AGENCIES,,Language,Words & Word Play
30805,1,THE BAR MITZVAH BOY,,Entertainment,Television
30806,1,COLORFUL BOOKS,,Language,Literature
30807,1,GATES,,Geography,Cities
30808,1,AD VERBS,,Language,Words & Word Play
30809,1,"""PRO"" NOUNS",,Business,Companies
30810,2,OFFICIAL STATE FRUITS,,Geography,States
30811,2,A CLASSICAL MIXUP,,Music,Classical Music
30812,2,ALL ABOUT D,,Language,Letters & Letter Play
30813,2,TV MEDICAL DRAMAS,,Entertainment,Television
30814,2,BIG WORDS,,Language,Words & Word Play
30816,3,LATIN PHRASES,,Language,Phrases
30817,1,THE MARQUIS DE SADE,,Geography,Cities
30818,1,FACTS & FIGURES,,Geography,Cities
30819,1,PLACES TO EAT,,Culture,Food & Drink
30820,1,"RUNNING ON ""N.T.""",,Language,Literature
30821,1,THE FIRST EPISODE,,Language,Words & Word Play
30822,1,WHERE ON EARTH...?,,Geography,Countries
30823,2,THE MARQUEE DE SAD,,History,Famous Women
30824,2,THEY CAME FROM OHIO,,Culture,Awards
30825,2,CULTURE CLUB,,Culture,Art
30826,2,"14-, 15- & 16-LETTER WORDS",,Language,Words & Word Play
30827,2,PHILOSOPHICAL METAPHORS,,Language,Phrases
30828,2,LOOKING TO THE FUTURE,,Language,Literature
30829,3,SPACE EXPLORATION,,Science,Outer Space
30830,1,WILD CATS,,Nature,Pets
30831,1,HERBS & SPICES,,Culture,Food & Drink
30832,1,NOTEABLE NAMES,,Language,Words & Word Play
30833,1,"SOLVE FOR ""EX""",,Language,Words & Word Play
30834,1,IT'S ALL RELATIVE,,History,Famous Women
30835,1,RECORD BREAKERS,,Sports,Competition
30836,2,POE'S PROSE,"(Alex: Edgar Allan Poe, of course.)",Language,Literature
30837,2,17th CENTURY SCIENCE,,History,Chronology
30838,2,"KROSSWORD KLUES ""K""",,Language,Words & Word Play
30839,2,MICHAEL AT THE MIKE,,Music,Contemporary Music
30840,2,LANGUAGES OF SOUTH AMERICA,,Language,Languages
30841,2,RECORD DESTROYERS,,History,War
30842,3,U.S. VICE PRESIDENTS,"(Alex:  There haven't been that many, have there?  So it might be easy.)",Politics,Presidents
30843,1,A BEASTLY CATEGORY,,Nature,Zoology
30844,1,APPROXIMATE WEIGHTS & MEASURES,,Language,Words & Word Play
30845,1,CRITIQUING SHAKESPEARE,,Language,Shakespeare
30846,1,E FOLLOWS F,,Language,Words & Word Play
30847,1,HUSBANDS,,History,Famous Women
30848,1,GREAT JANES,,Entertainment,Television
30849,2,AMERICAN COMPOSERS,,Music,Classical Music
30850,2,INTERNAL RHYMES,,Language,Words & Word Play
30851,2,"TV FOR ""U""",,Entertainment,Television
30852,2,GEOGRAPHIC NAME DERIVATIONS,,Geography,Countries
30853,2,HOME,,Geography,Cities
30854,2,ON THE RANGE,,Culture,Food & Drink
30855,3,TRANSLATED MOVIE TITLES,,Entertainment,Movies & Film
30856,1,HIGHWAYS & BYWAYS,,Geography,Cities
30857,1,AP MALE ATHLETE OF THE YEAR,,Sports,Competition
30858,1,STUPID ANSWERS,,Business,Brands
